2 500 390 42 42 0
3 1500 390 42 42 0
2 1542 390 42 42 0
2 2500 390 42 42 0
2 2542 390 42 42 0
1 2584 390 42 42 0
5 2626 390 42 42 0
5 2668 390 42 42 0
5 2710 390 42 42 0
5 2752 390 42 42 0
12 2794 390 42 42 0
1 2794 348 42 42 0
5 2836 390 42 42 0
5 2878 390 42 42 0
5 2920 390 42 42 0
5 2962 390 42 42 0
14 3004 390 42 42 0
12 3004 348 42 42 0
1 3004 306 42 42 0
2 3500 390 42 42 0
2 3542 390 42 42 0
16 3752 390 42 42 0
8 3794 390 42 42 0
8 3836 390 42 42 0
8 3878 390 42 42 0
8 3920 390 42 42 0
16 3962 390 42 42 90
5 4004 390 42 42 0
5 4046 390 42 42 0
5 4088 390 42 42 0
16 4130 390 42 42 0
8 4172 390 42 42 0
8 4214 390 42 42 0
8 4256 390 42 42 0
8 4298 390 42 42 0
8 4340 390 42 42 0
2 4340 348 42 42 0
8 4382 390 42 42 0
8 4424 390 42 42 0
8 4466 390 42 42 0
8 4508 390 42 42 0
8 4550 390 42 42 0
16 4592 390 42 42 90
5 4634 390 42 42 0
5 4676 390 42 42 0
5 4718 390 42 42 0
16 4760 390 42 42 0
8 4802 390 42 42 0
8 4844 390 42 42 0
8 4886 390 42 42 0
8 4928 390 42 42 0
16 4970 390 42 42 90
2 6000 390 42 42 0
2 6042 390 42 42 0
0 6042 348 42 42 180
2 6084 390 42 42 0
0 6084 348 42 42 180
2 6126 390 42 42 0
2 6294 390 42 42 0
2 6336 390 42 42 0
0 6336 348 42 42 180
2 6378 390 42 42 0
0 6378 348 42 42 180
2 6420 390 42 42 0
0 7000 348 42 42 180
2 7000 306 42 42 0
0 7042 348 42 42 180
2 7042 306 42 42 0
0 7084 348 42 42 180
2 7084 306 42 42 0
0 7126 348 42 42 180
2 7126 306 42 42 0
16 7294 390 42 42 0
8 7336 390 42 42 0
8 7378 390 42 42 0
8 7420 390 42 42 0
16 7462 390 42 42 90
2 7462 348 42 42 0
2 7514 390 42 42 0
1 8000 390 42 42 0
1 8042 390 42 42 0
1 8084 390 42 42 0
1 8126 390 42 42 0
1 8168 390 42 42 0
2 8168 348 42 42 0
0 8252 348 42 42 180
0 8294 348 42 42 180
0 8336 348 42 42 180
0 8378 348 42 42 180
0 8420 348 42 42 180
2 8504 390 42 42 0
2 8546 390 42 42 0
0 8630 306 42 42 180
2 8714 390 42 42 0
2 8756 390 42 42 0
0 8840 264 42 42 180
2 8924 390 42 42 0
2 8966 390 42 42 0
0 9050 222 42 42 180
2 9134 390 42 42 0
2 9176 390 42 42 0
2 10000 390 42 42 0
2 11000 390 42 42 0
2 11042 390 42 42 0
2 12000 390 42 42 0
1 12042 390 42 42 0
1 12084 390 42 42 0
1 13000 390 42 42 0
1 13000 348 42 42 0
2 13042 390 42 42 0
2 13084 390 42 42 0
2 13126 390 42 42 0
2 13168 390 42 42 0
1 13210 390 42 42 0
1 13210 348 42 42 0
1 15000 390 42 42 0
1 15000 348 42 42 0
18 15000 263 42 85 0
1 18000 0 42 42 0
1 18000 42 42 42 0
1 18000 84 42 42 0
1 19000 0 42 42 0
1 19000 390 42 42 0
2 19042 0 42 42 180
2 19042 390 42 42 0
2 19084 0 42 42 180
2 19084 390 42 42 0
2 19126 0 42 42 180
2 19126 390 42 42 0
2 19168 0 42 42 180
2 19168 390 42 42 0
2 19210 0 42 42 180
2 19210 390 42 42 0
2 19252 0 42 42 180
2 19252 390 42 42 0
2 19294 0 42 42 180
2 19294 390 42 42 0
2 19336 0 42 42 180
2 19336 390 42 42 0
1 19378 0 42 42 0
1 19378 390 42 42 0
1 20000 390 42 42 0
1 20000 348 42 42 0
2 20042 390 42 42 0
2 20084 390 42 42 0
2 20126 390 42 42 0
1 21000 0 42 42 0
1 21000 42 42 42 0
2 21042 0 42 42 180
2 21084 0 42 42 180
2 21126 0 42 42 180
1 22000 390 42 42 0
2 22042 390 42 42 0
2 22084 390 42 42 0
2 22126 390 42 42 0
1 22168 390 42 42 0
1 22168 348 42 42 0
2 22210 390 42 42 0
2 22252 390 42 42 0
2 22294 390 42 42 0
1 22336 390 42 42 0
1 22336 348 42 42 0
1 22336 306 42 42 0
1 22336 264 42 42 0
19 23000 173 42 85 0
1 23000 390 42 42 0
1 23000 348 42 42 0
1 23000 306 42 42 0
1 23000 0 42 42 0
1 23000 42 42 42 0
1 23000 84 42 42 0
12 24000 390 42 42 0
5 24042 390 42 42 0
5 24084 390 42 42 0
5 24126 390 42 42 0
5 24168 390 42 42 0
14 24210 390 42 42 0
12 24210 348 42 42 0
5 24252 390 42 42 0
5 24294 390 42 42 0
5 24336 390 42 42 0
5 24378 390 42 42 0
14 24420 390 42 42 0
14 24420 348 42 42 0
12 24420 306 42 42 0
1 24420 138 42 42 0
2 24420 180 42 42 180
1 24462 138 42 42 0
2 24462 180 42 42 180
1 24504 138 42 42 0
2 24504 180 42 42 180
12 26000 390 42 42 0
14 26210 390 42 42 0
12 26210 348 42 42 0
14 26420 390 42 42 0
14 26420 348 42 42 0
12 26420 306 42 42 0
14 26630 390 42 42 0
14 26630 348 42 42 0
14 26630 306 42 42 0
12 26630 264 42 42 0
14 26840 390 42 42 0
14 26840 348 42 42 0
14 26840 306 42 42 0
14 26840 264 42 42 0
12 26840 222 42 42 0
0 26882 222 42 42 180
0 26924 222 42 42 180
0 27008 264 42 42 180
0 27050 264 42 42 180
0 27134 306 42 42 180
0 27176 306 42 42 180
0 27218 306 42 42 180
0 27260 306 42 42 180
0 27302 306 42 42 180
0 27470 348 42 42 180
0 27512 348 42 42 180
0 27554 348 42 42 180
2 29000 390 42 42 0 
2 29042 390 42 42 0
2 30000 390 42 42 0
2 30042 390 42 42 0
1 30084 390 42 42 0
0 30210 348 42 42 180
0 30210 348 42 42 180
1 30294 390 42 42 0
1 30336 390 42 42 0
1 30378 390 42 42 0
0 30504 348 42 42 180
0 30546 348 42 42 180
0 30672 306 42 42 180
0 30714 306 42 42 180
1 30798 390 42 42 0
1 30840 390 42 42 0
1 30882 390 42 42 0
2 30924 390 42 42 0
2 30966 390 42 42 0
2 32000 390 42 42 0
2 32042 390 42 42 0
2 32000 222 42 42 180
1 32000 180 42 42 0
2 32042 222 42 42 180
1 32042 180 42 42 0
2 33000 390 42 42 0
2 33042 390 42 42 0
2 33084 390 42 42 0
2 33000 222 42 42 180
2 33042 222 42 42 180
1 33000 180 42 42 0
1 33042 180 42 42 0
2 33084 222 42 42 180
1 33084 180 42 42 0
2 33500 390 42 42 0
2 33500 222 42 42 180
1 33500 180 42 42 0
2 34000 390 42 42 0
2 34000 222 42 42 180
1 34000 180 42 42 0
2 35000 390 42 42 0
2 35042 390 42 42 0
12 35084 390 42 42 0
14 35294 390 42 42 0
12 35294 348 42 42 0
14 35494 390 42 42 0
14 35494 348 42 42 0
12 35494 306 42 42 0
14 35714 390 42 42 0
14 35714 348 42 42 0
14 35714 306 42 42 0
12 35714 264 42 42 0
0 35756 264 42 42 180
0 35840 306 42 42 180
0 35914 348 42 42 180
0 35998 390 42 42 180
1 37000 306 42 42 0
2 37000 348 42 42 180
1 37042 306 42 42 0
2 37042 348 42 42 180
1 37084 306 42 42 0
2 37084 348 42 42 180
1 37126 306 42 42 0
2 37126 348 42 42 180
2 37500 390 42 42 0
1 37542 390 42 42 0
2 39000 390 42 42 0
2 39042 390 42 42 0
2 39084 390 42 42 0
2 39000 222 42 42 180
2 39042 222 42 42 180
2 39084 222 42 42 180
1 39000 180 42 42 0
1 39042 180 42 42 0
1 39084 180 42 42 0
